<div class="word_wrap"><h2 class="word">divulge</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make known (something private or secret)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 泄露</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> keep secret</div></div></div>
<div class="word_wrap"><h2 class="word">premonitory</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. giving warning</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 警告的</div></div></div>
<div class="word_wrap"><h2 class="word">abreast</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. up to a particular standard or level especially of knowledge of recent developments</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 与时俱进的</div></div></div>
<div class="word_wrap"><h2 class="word">obstinate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. refusing to change your behavior or your ideas</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 固执的</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> tractable</div></div></div>
<div class="word_wrap"><h2 class="word">redeem</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to atone for</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 赎罪</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to buy back</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 赎回</div></div></div>
<div class="word_wrap"><h2 class="word">debacle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a great disaster</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 大灾难</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> success</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a complete failure</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 彻底失败</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> ﬁasco</div></div></div>
<div class="word_wrap"><h2 class="word">omit</h2></div>	<div class="content"><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 省略，忽略</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> include</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> omission n. 疏忽</div></div></div>
<div class="word_wrap"><h2 class="word">boon</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a beneﬁt or advantage</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 好处 , 福利</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> beneﬁt</div></div></div>
<div class="word_wrap"><h2 class="word">hidebound</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not willing to accept new or different ideas</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 守旧的</div></div></div>
<div class="word_wrap"><h2 class="word">sullen</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. gloomily or resentfully silent or repressed</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 不高兴的，性格阴郁的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> surly</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. gray and dark</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 灰暗的</div></div></div>
<div class="word_wrap"><h2 class="word">prudent</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. marked by circumspection</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 谨慎的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> circumspect</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> foolhardy</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> imprudent adj. 不谨慎的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. provident or frugal</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 节省的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> provident</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. marked by wisdom or judiciousness</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 睿智的，精明的</div></div></div>
<div class="word_wrap"><h2 class="word">juxtapose</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to place two or more things side by side</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 并排放置</div></div></div>
<div class="word_wrap"><h2 class="word">noxious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. harmful to living things</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 有害的</div></div></div>
<div class="word_wrap"><h2 class="word">obnoxious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. odiously or disgustingly objectionable</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 极其令人反感的</div></div></div>
<div class="word_wrap"><h2 class="word">laborious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. requiring a lot of time and effort</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 费力的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. devoted to labor</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 勤奋的</div></div></div>
<div class="word_wrap"><h2 class="word">rhapsody</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a written or spoken expression of great enthusiasm, praise, etc.</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 慷慨激昂的说辞</div></div></div>
<div class="word_wrap"><h2 class="word">stanch</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to stop or check in its course</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 阻止</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to stop blood from ﬂowing</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 止血</div></div></div>
<div class="word_wrap"><h2 class="word">divert</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to distract</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 分散，转移（注意力，精神）</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to give pleasure to especially by distracting the attention from what burdens or distresses</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 通过转移注意力使人愉悦</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> diverting adj. 有趣的</div></div></div>
<div class="word_wrap"><h2 class="word">bungle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to not do (something) well or successfully</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 搞砸</div></div></div>
<div class="word_wrap"><h2 class="word">pendulum</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. something (as a state of affairs) that alternates between opposites</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> （局势）摇摆不定</div></div></div>
<div class="word_wrap"><h2 class="word">fixate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to give all of your attention to something</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 注视，全神贯注</div></div></div>
<div class="word_wrap"><h2 class="word">aghast</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. shocked and upset</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 令人震惊的</div></div></div>
<div class="word_wrap"><h2 class="word">obdurate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. stubbornly persistent in wrongdoing</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 固执的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> intransigence</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> ﬂexible, complaisant</div></div></div>
<div class="word_wrap"><h2 class="word">foresight</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. the ability to see what will or might happen in the future</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 远见</div></div></div>
<div class="word_wrap"><h2 class="word">glamorous</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very exciting and attractive</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 有吸引力的</div></div></div>
<div class="word_wrap"><h2 class="word">relegate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to assign to a place of insigniﬁcance or of oblivion</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 降低</div></div></div>
<div class="word_wrap"><h2 class="word">apostle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. an ardent supporter</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 狂热的支持者</div></div></div>
<div class="word_wrap"><h2 class="word">foreground</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make (something) more important</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 强调</div></div></div>
<div class="word_wrap"><h2 class="word">pious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. deeply religious</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 信仰虔诚的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. marked by sham or hypocrisy</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 虚伪的</div></div></div>
<div class="word_wrap"><h2 class="word">self-righteous</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. convinced of one's own righteousness especially in contrast with the actions and beliefs of others</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 自以为是的</div></div></div>
<div class="word_wrap"><h2 class="word">brandish</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to exhibit in an ostentatious or aggressive manner</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 炫耀般地呈现，展示</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> boast</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to shake or wave (as a weapon) menacingly</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 挥舞</div></div></div>
<div class="word_wrap"><h2 class="word">erroneous</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not correct</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 错误的</div></div></div>
<div class="word_wrap"><h2 class="word">feasible</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. possible to do</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 可行的</div></div></div>
<div class="word_wrap"><h2 class="word">schism</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. division or separation</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 分裂</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> factiousness</div></div></div>
<div class="word_wrap"><h2 class="word">notorious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. well-known or famous especially for something bad</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 臭名昭著的</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> notoriety n. 恶名，声名狼藉</div></div></div>
<div class="word_wrap"><h2 class="word">providential</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. happening at a good time because of luck</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 幸运的，凑巧的</div></div></div>
<div class="word_wrap"><h2 class="word">tumultuous</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. involving a lot of violence, confusion, or disorder</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 混乱的</div></div></div>
<div class="word_wrap"><h2 class="word">panache</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. dash or ﬂamboyance in style and action</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 炫耀</div></div></div>
<div class="word_wrap"><h2 class="word">gawky</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. awkward and clumsy</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 笨拙的</div></div></div>
<div class="word_wrap"><h2 class="word">virulent</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. extremely dangerous and deadly and usually spreading very quickly</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 有害的，有毒的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. full of malice</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 恶毒的</div></div></div>
<div class="word_wrap"><h2 class="word">malignant</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. tending to produce death or deterioration</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 有害的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. passionately and relentlessly malevolent</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 恶毒的</div></div></div>
<div class="word_wrap"><h2 class="word">benign</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not causing harm or damage</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 无害的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. showing kindness and gentleness</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 温和的，善良的</div></div></div>
<div class="word_wrap"><h2 class="word">abridge</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to shorten by leaving out some parts</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 缩短</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> synoptic</div></div></div>
<div class="word_wrap"><h2 class="word">lurid</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. causing shock or disgust</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 令人震惊的，耸人听闻的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> sensational</div></div></div>
<div class="word_wrap"><h2 class="word">copious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very large in amount or number</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 大量的</div></div></div>
<div class="word_wrap"><h2 class="word">negligent</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. failing to take proper or normal care of something or someone</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 疏忽大意的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> lax</div></div></div>
<div class="word_wrap"><h2 class="word">sartorial</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. of or relating to a tailor or tailored clothes</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 与衣服相关的</div></div></div>
<div class="word_wrap"><h2 class="word">supersede</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to take the place of (someone or something that is old, no longer useful, etc.)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 淘汰，取代</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> preempt</div></div></div>
<div class="word_wrap"><h2 class="word">thrill</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to cause (someone) to feel very excited or happy</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 使 ... 兴奋</div></div></div>
<div class="word_wrap"><h2 class="word">approbate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to approve or sanction</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 支持，赞成</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> condemn</div></div></div>
<div class="word_wrap"><h2 class="word">relinquish</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to give up (something)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 放弃</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> cede, abandon</div></div></div>
<div class="word_wrap"><h2 class="word">replenish</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to ﬁll or build up again</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 补充，修复</div></div></div>
<div class="word_wrap"><h2 class="word">curtail</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to reduce or limit (something)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 削减</div></div></div>
<div class="word_wrap"><h2 class="word">fabricate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make up for the purpose of deception</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 编造，捏造</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> forge</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to construct or manufacture</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 生产，制造</div></div></div>
<div class="word_wrap"><h2 class="word">manacle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to restrain from movement, progress, or action</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 限制</div></div></div>
<div class="word_wrap"><h2 class="word">rein</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to control or direct with or as if with reins</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 控制，掌控</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to check or stop by or as if by a pull at the reins</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 阻止</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n.</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> （马的）缰绳</div></div></div>
<div class="word_wrap"><h2 class="word">bridle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to restrain, check, or control with or as if with a bridle</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 限制，管控</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> inhibit</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> unbridled adj. 无拘束的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n.</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 马勒</div></div></div>
<div class="word_wrap"><h2 class="word">grant</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to admit (something) although it does not agree with or support your opinion</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 承认</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to bestow or transfer formally</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 授予</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to agree to do, give, or allow (something asked for or hoped for)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 允许</div></div></div>
<div class="word_wrap"><h2 class="word">digress</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to speak or write about something that is different from the main subject being discussed</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 偏题，跑题</div></div></div>
<div class="word_wrap"><h2 class="word">entrench</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to establish ﬁrmly or solidly</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 牢固地确立</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> entrenched adj. 根深蒂固的</div></div></div>
<div class="word_wrap"><h2 class="word">prowess</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. great ability or skill</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> （超凡的）技巧，能力</div></div></div>
<div class="word_wrap"><h2 class="word">secular</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. of or relating to the physical world and not the spiritual world</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 世俗的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not religious</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 非宗教的</div></div></div>
<div class="word_wrap"><h2 class="word">ecstatic</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very happy or excited</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 特别高兴的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> euphoric</div></div></div>
<div class="word_wrap"><h2 class="word">euphoria</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a feeling of great happiness and excitement</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 特别高兴</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> ecstasy</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> euphoric adj. 特别高兴的</div></div></div>
<div class="word_wrap"><h2 class="word">disgruntle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make ill-humored or discontented</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 使 ... 不高兴</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> crestfallen</div></div></div>
<div class="word_wrap"><h2 class="word">gracious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very polite in a way that shows respect</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 有礼貌的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. graceful</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 优雅的</div></div></div>
<div class="word_wrap"><h2 class="word">humdrum</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not interesting or dull</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 无聊的，千篇一律的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> dull</div></div></div>
<div class="word_wrap"><h2 class="word">polarize</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to break up into opposing factions or groupings</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 使 ... 两极化</div></div></div>
<div class="word_wrap"><h2 class="word">hand-wringing</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. an overwrought expression of concern or guilt</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 焦虑的、绝望的言谈举止</div></div></div>
<div class="word_wrap"><h2 class="word">prime</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make (someone) ready to do something</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 使 ... 准备好</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. most important</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 最重要的</div></div></div>
<div class="word_wrap"><h2 class="word">vanquish</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to defeat (someone) completely in a war, battle, etc.</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 打败，战胜</div></div></div>
<div class="word_wrap"><h2 class="word">triumph</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a great or important victory</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 胜利，成就</div></div></div>
<div class="word_wrap"><h2 class="word">forge</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make or imitate falsely especially with intent to defraud</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 伪造，造假</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> fabricate</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to form or bring into being especially by an expenditure of effort</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 努力形成</div></div></div>
<div class="word_wrap"><h2 class="word">garrulous</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very talkative</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 话多的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> loquacious</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> taciturn</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> garrulity n. 话多</div></div></div>
<div class="word_wrap"><h2 class="word">prevaricate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to avoid telling the truth by not directly answering a question</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 搪塞，闪烁其词</div></div></div>
<div class="word_wrap"><h2 class="word">eclectic</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. including things taken from many different sources</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 多元的</div></div></div>
<div class="word_wrap"><h2 class="word">haughty</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. blatantly and disdainfully proud</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 高傲的，傲慢的</div></div></div>
<div class="word_wrap"><h2 class="word">dismantle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to take to pieces</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 拆开</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to destroy (something) in an orderly way</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 破坏</div></div></div>
<div class="word_wrap"><h2 class="word">propagate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to cause to continue or increase by sexual or asexual reproduction</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 繁殖</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to foster growing knowledge of, familiarity with, or acceptance of (as an idea or belief)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 宣扬，宣传</div></div></div>
<div class="word_wrap"><h2 class="word">caricature</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a drawing that makes someone look funny or foolish because some part of the person's appearance is exaggerated</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 漫画，讽刺画</div></div></div>
